game_time,team,side,lineup_status,starters,may_not_play,may_not_play_count,lineup_confirmed,starter_1,starter_2,starter_3,starter_4,starter_5
,POR,AWAY,EXPECTED,"['Jrue Holiday', 'S. Sharpe', 'T. Camara', 'Deni Avdija', 'D. Clingan']","['D. Lillard', 'S. Henderson', 'M. Thybulle', 'B. Wesley', 'J. Fears', 'Trey Murphy', 'Herbert Jones', 'Saddiq Bey', 'Kevon Looney']",9,0,Jrue Holiday,S. Sharpe,T. Camara,Deni Avdija,D. Clingan
,NOP,HOME,EXPECTED,"['J. Fears', 'Trey Murphy', 'Herbert Jones', 'Saddiq Bey', 'Kevon Looney']","['D. Murray', 'J. Poole', 'Z. Williamson', 'CJ McCollum', 'Tre Johnson', 'K. George', 'K. Middleton', 'Alex Sarr']",8,0,J. Fears,Trey Murphy,Herbert Jones,Saddiq Bey,Kevon Looney
,WAS,AWAY,EXPECTED,"['CJ McCollum', 'Tre Johnson', 'K. George', 'K. Middleton', 'Alex Sarr']","['B. Coulibaly', 'Amen Thompson', 'Josh Okogie', 'Kevin Durant', 'Jabari Smith', 'A. Sengun']",6,0,CJ McCollum,Tre Johnson,K. George,K. Middleton,Alex Sarr
,HOU,HOME,CONFIRMED,"['Amen Thompson', 'Josh Okogie', 'Kevin Durant', 'Jabari Smith', 'A. Sengun']","['D. Finney-Smith', 'F. VanVleet', 'Stephen Curry', 'Jimmy Butler', 'J. Kuminga', 'D. Green', 'Q. Post']",7,1,Amen Thompson,Josh Okogie,Kevin Durant,Jabari Smith,A. Sengun
,GSW,AWAY,EXPECTED,"['Stephen Curry', 'Jimmy Butler', 'D. Green', 'Stephen Curry', 'Jimmy Butler']","['Q. Post', 'J. Kuminga', 'D. Melton', ""De'Aaron Fox"", 'S. Castle', 'Devin Vassell', 'H. Barnes', 'V. Wembanyama']",8,0,Stephen Curry,Jimmy Butler,D. Green,Stephen Curry,Jimmy Butler
,SAS,HOME,EXPECTED,"[""De'Aaron Fox"", 'S. Castle', 'Devin Vassell', 'H. Barnes', 'V. Wembanyama']","['D. Harper', 'Devin Booker', 'Grayson Allen', 'Dillon Brooks', ""Royce O'Neale"", 'Mark Williams']",6,0,De'Aaron Fox,S. Castle,Devin Vassell,H. Barnes,V. Wembanyama
,PHX,AWAY,EXPECTED,"['Devin Booker', 'Grayson Allen', 'Dillon Brooks', ""Royce O'Neale"", 'Mark Williams']","['J. Green', 'B. Williams', 'Max Christie', 'Cooper Flagg', 'P. Washington', 'D. Gafford']",6,0,Devin Booker,Grayson Allen,Dillon Brooks,Royce O'Neale,Mark Williams
,DAL,HOME,EXPECTED,"['B. Williams', 'Max Christie', 'Cooper Flagg', 'P. Washington', 'D. Gafford']","['D. Lively', 'A. Davis', 'Dante Exum', 'K. Irving', 'Luka Doncic', 'Austin Reaves', 'Marcus Smart', 'Rui Hachimura', 'Deandre Ayton']",9,0,B. Williams,Max Christie,Cooper Flagg,P. Washington,D. Gafford
,LAL,AWAY,EXPECTED,"['Luka Doncic', 'Austin Reaves', 'Marcus Smart', 'Rui Hachimura', 'Deandre Ayton']","['L. James', 'A. Thiero', 'G. Vincent', 'S. Gilgeous-Alexander', 'Ajay Mitchell', 'Cason Wallace', 'Chet Holmgren', 'I. Hartenstein']",8,0,Luka Doncic,Austin Reaves,Marcus Smart,Rui Hachimura,Deandre Ayton
,OKC,HOME,EXPECTED,"['S. Gilgeous-Alexander', 'Ajay Mitchell', 'Cason Wallace', 'Chet Holmgren', 'I. Hartenstein']","['T. Sorber', 'L. Dort', 'N. Topic', 'A. Wiggins', 'K. Williams', 'J. Williams', 'Dyson Daniels', 'N. Alexander-Walker', 'Z. Risacher', 'Jalen Johnson', 'K. Porzingis']",11,0,S. Gilgeous-Alexander,Ajay Mitchell,Cason Wallace,Chet Holmgren,I. Hartenstein
,ATL,AWAY,EXPECTED,"['Dyson Daniels', 'Z. Risacher', 'Jalen Johnson', 'K. Porzingis', 'Dyson Daniels']","['N. Alexander-Walker', 'N. Durisic', 'Trae Young', 'D. Schroder', 'M. Monk', 'DeMar DeRozan', 'P. Achiuwa', 'D. Sabonis']",8,0,Dyson Daniels,Z. Risacher,Jalen Johnson,K. Porzingis,Dyson Daniels
,SAC,HOME,EXPECTED,"['D. Schroder', 'DeMar DeRozan', 'P. Achiuwa', 'D. Schroder', 'M. Monk']","['M. Monk', 'D. Sabonis', 'Z. LaVine', 'K. Murray', 'J. Murray', 'C. Braun', 'C. Johnson', 'A. Gordon', 'Nikola Jokic']",9,0,D. Schroder,DeMar DeRozan,P. Achiuwa,D. Schroder,M. Monk
,DEN,AWAY,EXPECTED,"['C. Braun', 'C. Johnson', 'Nikola Jokic', 'J. Murray', 'C. Braun']","['A. Gordon', 'J. Murray', 'James Harden', 'Kris Dunn', 'Derrick Jones', 'John Collins', 'Ivica Zubac']",7,0,C. Braun,C. Johnson,Nikola Jokic,J. Murray,C. Braun
,LAC,HOME,EXPECTED,"['James Harden', 'Kris Dunn', 'Derrick Jones', 'John Collins', 'Ivica Zubac']","['B. Beal', 'K. Leonard']",2,0,James Harden,Kris Dunn,Derrick Jones,John Collins,Ivica Zubac
