game_time,team,side,position,player,status,title_text,likelihood_pct
7:00 PM ET,PHI,HOME,C,Adem Bona,Out,Very Unlikely To Play,0
7:00 PM ET,PHI,HOME,C,J. Embiid,Doubt,Unlikely To Play,25
7:00 PM ET,PHI,HOME,F,K. Oubre,Out,Very Unlikely To Play,0
7:00 PM ET,PHI,HOME,F,P. George,Out,Very Unlikely To Play,0
7:30 PM ET,GSW,AWAY,C,Al Horford,Out,Very Unlikely To Play,0
7:30 PM ET,GSW,AWAY,G,B. Hield,Ques,Toss Up To Play,50
7:30 PM ET,GSW,AWAY,C,D. Green,Ques,Toss Up To Play,50
7:30 PM ET,GSW,AWAY,G,D. Melton,Out,Very Unlikely To Play,0
7:30 PM ET,GSW,AWAY,F,J. Butler,Ques,Toss Up To Play,50
7:30 PM ET,GSW,AWAY,F,J. Kuminga,Out,Very Unlikely To Play,0
7:30 PM ET,GSW,AWAY,G,S. Curry,Out,Very Unlikely To Play,0
7:30 PM ET,MIA,HOME,C,B. Adebayo,Ques,Toss Up To Play,50
7:30 PM ET,MIA,HOME,F,N. Jovic,Ques,Toss Up To Play,50
7:30 PM ET,MIA,HOME,G,T. Herro,Out,Very Unlikely To Play,0
7:30 PM ET,MIA,HOME,G,T. Rozier,Out,Very Unlikely To Play,0
8:00 PM ET,DEN,AWAY,F,A. Gordon,Ques,Toss Up To Play,50
8:00 PM ET,DEN,AWAY,G,C. Braun,Out,Very Unlikely To Play,0
8:00 PM ET,DEN,AWAY,F,J. Strawther,Out,Very Unlikely To Play,0
8:00 PM ET,SAC,AWAY,C,D. Sabonis,Out,Very Unlikely To Play,0
8:00 PM ET,SAC,AWAY,F,K. Murray,Out,Very Unlikely To Play,0
8:00 PM ET,WAS,AWAY,C,A. Sarr,Ques,Toss Up To Play,50
8:00 PM ET,MIN,HOME,F,J. McDaniels,Out,Very Unlikely To Play,0
8:00 PM ET,MIN,HOME,F,T. Shannon,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,G,D. Murray,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,G,J. Poole,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,C,K. Matkovic,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,F,S. Bey,Ques,Toss Up To Play,50
8:00 PM ET,NOP,HOME,F,Z. Williamson,Ques,Toss Up To Play,50
8:00 PM ET,OKC,HOME,F,A. Wiggins,Out,Very Unlikely To Play,0
8:00 PM ET,OKC,HOME,F,J. Williams,Out,Very Unlikely To Play,0
8:00 PM ET,OKC,HOME,F,K. Williams,Out,Very Unlikely To Play,0
8:00 PM ET,OKC,HOME,G,N. Topic,Out,Very Unlikely To Play,0
8:00 PM ET,OKC,HOME,C,T. Sorber,OFS,Very Likely To Play,0
9:30 PM ET,NYK,AWAY,G,J. Brunson,Ques,Toss Up To Play,50
9:30 PM ET,NYK,AWAY,F,OG Anunoby,Out,Very Unlikely To Play,0
9:30 PM ET,DAL,HOME,C,A. Davis,Out,Very Unlikely To Play,0
9:30 PM ET,DAL,HOME,F,C. Flagg,Ques,Toss Up To Play,50
9:30 PM ET,DAL,HOME,F,C. Martin,Ques,Toss Up To Play,50
9:30 PM ET,DAL,HOME,C,D. Gafford,Prob,Likely To Play,75
9:30 PM ET,DAL,HOME,C,D. Lively,Prob,Likely To Play,75
9:30 PM ET,DAL,HOME,G,Dante Exum,Out,Very Unlikely To Play,0
9:30 PM ET,DAL,HOME,G,K. Irving,Out,Very Unlikely To Play,0
9:30 PM ET,DAL,HOME,G,R. Nembhard,Out,Very Unlikely To Play,0
