game_time,team,side,position,player,status,title_text,likelihood_pct
8:30 PM ET,DAL,HOME,G,Dante Exum,Out,Very Unlikely To Play,0
8:30 PM ET,DAL,HOME,G,K. Irving,Out,Very Unlikely To Play,0
9:30 PM ET,LAL,AWAY,F,A. Thiero,Out,Very Unlikely To Play,0
9:30 PM ET,LAL,AWAY,G,G. Vincent,Out,Very Unlikely To Play,0
9:30 PM ET,LAL,AWAY,F,L. James,Out,Very Unlikely To Play,0
9:30 PM ET,OKC,HOME,F,A. Wiggins,Out,Very Unlikely To Play,0
9:30 PM ET,OKC,HOME,F,J. Williams,Out,Very Unlikely To Play,0
9:30 PM ET,OKC,HOME,F,K. Williams,Out,Very Unlikely To Play,0
9:30 PM ET,OKC,HOME,F,L. Dort,Out,Very Unlikely To Play,0
9:30 PM ET,OKC,HOME,G,N. Topic,Out,Very Unlikely To Play,0
9:30 PM ET,OKC,HOME,C,T. Sorber,OFS,Very Likely To Play,0
